text	user_id	find_texts	find_modids
Вопрос к Любови Уграицкой. Приобрела турфирма для сотрудника (не сам сотрудник). А мы - организация- заключим с ними договор и оплатим эти авиабилеты. какой КОСГУ?	1984286	No	No
Добрый день, подскажите пожалуйста по какому КОСГУ в казенном учреждении можно приобрести смеситель для раковины с гибким высоким изливом и врезную мойку ?	16960190	['смеситель']	['12/347520']
Здравствуйте , подскажите пожалуйста по какому кфср, целевой квр,косгу провести установку знака парковки для инвалидов?	7026497	['провод']	['12/347516']
Добрый день! Уточните пожалуйста КВР и КОСГУ на:Возврат земельного участка из постоянного (бессрочного) пользования в управление имущественных и земельных отношений	3980944	No	No
Добрый день, подскажите пожалуйста,. Какой КОСГУ применить при оплате автономным учреждением договора ГПХ физкультурно-оздоровительных услуг сотруднику находящемуся в штате? И можно ли заключать договор ГПХ если сотрудник находится в штате учреждения?	1927164	No	No
Здравствуйте, какими проводками оформляется нематериальные активы с определенным сроком пользования и неопределенным сроком использования с конкретизацией подстатьи КОСГУ?	2481735	['провод']	['12/347516']
Добрый день! Подскажите, пожалуйста, по какому косгу правильно будет олачивать ГЗПО?	2542870	No	No
Здравствуйте! Учет ведем как казенное учреждение. В рамках представительских расходов по приему делегаций мы приобретаем сувенирную продукцию. До наступления мероприятия продукция хранится на складе. Расход осуществляем по КОСГУ 226. Какими проводками отразить в учете данные материальные запасы?	1676021	['провод']	['12/347516']
Здравствуйте, косгу при приобретении валиков,шпатлеки и коллера?	898412	No	No
добрый день на кокой вр и косгу отнести уплату штрафа за допущенное нарушение законодательства об индивидуальном персонифицированном учете в системе обязательного пенсионного страхования	5300315	['штраф']	['86/287439']
Здравствуйте, подскажите на какой Косгу отнести расходы по замене Блока обработки и передачи информации по проводной линии (БОПИ)?	3801982	['обработка', 'провод']	['12/347516', '12/347542']
Добрый день! По какому КВР КОСГУ возместить сотруднику оплату госпошлины за регитсрацию ТС?	17115417	No	No
Добрый день! Какое КОСГУ применить если покупаем эмир Прамер к узлу телового учета. плюс монтаж????	4347092	['монтаж']	['12/347479']
Добрый день. Бюджетное учреждение приобретает доску нестроганную (хвоя) и фанеру, для использования на кружковый занятиях. К какому КОСГУ отнести данные материалы?	13492535	['доска']	['12/347516']
Если согласно письма минфина от 23.09.2020 № 03-15-06/83264 стоимость билета, приобретенного до начала командировки считается как выплата в рамках трудовых отношений, то какими бухгалтерскими проводками нужно отразить в учете стоимость билета с указанием КВР и КОСГУ??	18078496	['провод']	['12/347516']
"Добрый день! Казенное учреждение заключило договор на ""Оформление и продажа авиационных билетов на внутренние рейсы (маршруты) российских компаний-перевозчиков"" для отправки участников конкурса к месту проведения конкурса (не являются сотрудниками учреждения). Подскажите, пожалуйста, по какому КОСГУ отражать расходы по приобретению авиабилетов."	4359336	No	No
Добрый день! Подскажите пожалуйста какое КОСГУ применяется при приобретении дорожных знаков 1.25 и 4.2.2	5622014	No	No
"Добрый день. Мы бюджетное учреждение. В связи с проблемами заключения договора на поставку электрической энергии, возник объем неучтенного потребления электрической энергии. Были сняты текущие показания, составлен акт и 
произведен расчет стоимости использованной электроэнергии до заключения договора. Получены: требование, акт о неучтенном (бездоговорном) потреблении электроэнергии (УПД нет) и счет на оплату неучтенного объема электрической энергии. Оплата должна проводится по кодам ВР 853, а вот КОСГУ 223 или 292?"	4719935	['провод']	['12/347516']
Проводки на принятие исключительных прав с конкретизацией КОСГУ?	2481735	['провод']	['12/347516']
добрый день, подскажите приобретение флагов на здание на какой косгу отнести?	2496112	No	No
здравствуйте. подскажите с какого косгу оплатить покупку водомерного счетчика,для водопровода	19045288	['провод']	['12/347516']
Добрый день, по какому квр и косгу принять к учету расходы на изготовление и монтаж въездных ворот, при условии, что заключен единый договор на изготовление и монтаж из материалов подрядчика?	140598	['монтаж']	['12/347479']
Как сделать обоснования по КВР 119 КОСГУ 266	3156964	No	No
Добрый день! мы бюджетное учреждение (музей). Планируем заключить договор отдельно на приобретение электротоваров и услугу по проведению электромантажных работ по освещению( прокладка кабеля, установка разеток, светильников) ВОПРОС какой КОСГУ ?	2471838	['кабель']	['12/347516']
На какой КВР и КОСГУ относятся расходы на разработку проектно-сметной документации сносу здания, а также расходы на проведение ее экспертизы?	6781581	No	No
аккумулятор свинцовый в блоке пожарной сигнализации какое косгу	16780173	['пожарный сигнализация']	['12/347527']
Добрый день. У сотрудника разъездной характер. В пределах региона уезжает на четыре дня. По какому косгу и квр оплатить проезд и проживание авансом. Мы бюджетное учреждение	3856921	No	No
Здравствуйте. По какому КВР/КОСГУ оплатить уборку с/х продукции, а именно косовица, подбор и обмолот яровой пшеницы.	17936295	No	No
какое КВР и КОСГУ для оплаты госпошлины за регистрацию транспорта	6844274	No	No
Добрый день по какому КОСГУ оплатить шпатель?	17198478	No	No
добрый день! Подскажите, учреждение в 2022 году получило деньги по гранту от коммерческой организации (отразили по КФО 2). По условиям гранта отчет о расходовании средств и возврат неиспользованного остатка необходимо провести в июне 2023 . Подскажите, как правильно отразить возврат несипользованных сумм гранта (аналит. код доходов, КОСГУ) ?	387176	['провод']	['12/347516']
Добрый день! У нас была оплата по счету 210.05 Деньги в обеспечение исполнения контракта перечислены на счет заказчика по 610 статье, деньги вернулись в связи с неверно указанными реквизитами на 180 косгу. По какому КОСГУ должны отразить возврат средств на 210.05 510 или 610?	5466044	No	No
Добрый день! По какому КОСГУ правильнее оплатить проверку состояния огнезащитной обработки деревянных конструкций - 225 или 226?	15493783	['обработка']	['12/347542']
Добрый день! Бюджетное учреждение приобретает фотобумагу для дальнейшей печати на ней благодарственных писем.Вопрос: подскажите какой КОСГУ ?	10205627	No	No
Добрый день. Поддон душевой по какому КОСГУ оплатить бюджетному учреждения?	4651269	No	No
С какого КОСГУ осуществляется оплата специальной оценки условий труда и оценка профессиональных рисков?	2165990	No	No
подскажите пожалуйста по какому косгу нужно оплатить командировочные расходы за проживание, проезд и суточные?	19158024	No	No
Добрый день! Подскажите как учесть плату от победителя аукциона за право заключение контракта косгу и квр?	2234591	No	No
добрый день, подскажите, пожалуйста, по какому косгу оплатить печать гербовая и работа по изготовлению клише печати гербовой. поставщик указал в товарной накладной обе позиции	4238022	No	No
еще вопрос по оформлению выплаты 4 доп выходных по уходу за детьми инвалидами. При формировании бюджетных и денежных обязательств используем КОСГУ 266?	2720053	No	No
"Добрый день.
В бюджетной организации заключен дополнительный договор на электромонтажные работы на объекте капитального строительства. Капитальное строительство ведется за счет средств гособоронзаказа. Договор на электромонтажные работы – за счет средств целевой субсидии. Материалы для данных работ закуплены также за счет средств гособоронзаказа.
По какому КВР/КОСГУ провести данные работы ? как в целях кап.вложений с дальнейшим увеличением стоимости основного средства (здания) КВР 243 КОСГУ 228. 
Или как прочие работы, услуги по КВР 244 КОСГУ 226."	556288	['монтаж', 'провод']	['12/347516', '12/347479']
Здравствуйте, подскажите какими бухгалтерскими проводками списать материальные запасы в бюджетном учреждении, цветочные композиции (букеты), которые покупались для вручения по КОСГУ 349,при проведении мероприятия, но в день мероприятия несколько людей не пришли, и букеты соответственно пришли в негодность ?	9126403	['провод']	['12/347516']
Добрый день! Скажите пожалуйста, какое необходимо применить КОСГУ 245 или 24 А если перечисляем субсидию ООО в целях возмещения затрат работодателя на организацию стажировки выпускников образовательных организаций в целях приобретения ими опыта работы. При этом данные затраты включают расходы на оплату труда выпускника и наставника и уплату страховых взносов	4154584	No	No
Добрый день. Подскажите, пожалуйста, по какому КОСГУ провести оплату ремонта имущества бюджетного учреждения учредителем?	1830060	['провод']	['12/347516']
Добрый день! Манометры (приборы) для измерения избыточного давления в системе отопления мы отразили по КОСГУ 346, установили своими силами. Как вести учет манометров, если они будут проходить поверку. Или списать при установке, как поверку делать?	11875398	No	No
Добрый день! На какой КОСГУ отнести расходы по выезду мастера? Спасибо!	19673512	No	No
субаренды нежилого помещения косгу	1666606	No	No
Добрый день! С какого КОСГУ оплачивать антифриз?	1624539	No	No
Выплата ежемесячной выплаты на содержание детей-сирот,оставшихся без попечения родителей,обучающихся за счет средств местного бюджета.. вкр и косгу?	8200559	No	No
Добрый день! На какое КОСГу отнести оказание услуг по проведению измерений уровня шума на границах санитарно-защитных зон	9326311	No	No
Учреждение заключила контракт на изготовление и установку жалюзей, по какому КОСГУ провести расход? и как на учет поставить жалюзи которые нам привезут и повесят.?	1842202	['провод']	['12/347516']
ДД, мы авт. учреждение, подскажите КОСГУ и КВР на поступление благ. помощи на проведение акции сохраним лес от сбербанка	6740186	No	No
Здравствуйте. Подскажите, пожалуйста, по какой статье расходов (КВР, КОСГУ) осуществлять ежемесячные выплаты докторантам в размере МРОТ?	1997154	No	No
Добрый день. Получили правительственную стипендию. На какой КБК и КОСГУ отнести. И по каким проводкам отнести	4276746	['провод']	['12/347516']
Здравствуйте. Есть договор на изготовление и монтаж забора , есть проект. На какой КОСГУ отнести забор?	10038655	['монтаж']	['12/347479']
Здравствуйте, подскажите пожалуйста КОСГУ на замену расширительного бака?	13054020	No	No
Здравствуйте, подскажите пожалуйста по какому КОСГУ следует отразить расходы на выполнение работ по подключению шлагбаума	2396885	No	No
Добрый день, подскажите пожалуйста по какому КОСГУ бюджетной организации заплатить по договору за услуги по обрезке кустарников и цветов?	18083554	No	No
Здравствуйте, есть особенности списания спирта отраженного по КОСГУ 346.	5880610	No	No
Добрый день. По какому КВР и КОСГУ можно произвести расходы спортивным судьям за обслуживание спортивного мероприятия?	5277861	No	No
"Добрый день! Администрация города 
выполняет через Подрядчика ремонт тротуара и перехода через теплосети, какой КОСГУ применить?"	741250	No	No
Добрый день! На какой КОСГУ отнести оказание услуг по техническому обслуживанию, перезарядке, утилизации огнетушителей?	246289	['утилизация']	['12/347542']
какое косгу при оплате штрафа за не предоставление документов к проверки	7924414	['штраф']	['86/287439']
Добрый день! В договоре на выполнение монтажных работ локальной сети в спецификации включены работы, кабельная продукция и прочие материалы. Исполнитель работ выставляет акт оказанных услуг. Оплата и поступление услуг полностью относится на 228 КОСГУ?	10492078	['кабель', 'монтаж']	['12/347516', '12/347479']
Здравствуйте, направила вопрос эксперту ответ не пришел, может Вы мне поможете? По какому коду косгу провести оплату по изготовлению служебных удостоверений, удостоверений и бланков внутренних разворотов к ним. Из материалов подрядчика все. Подрядчик не Гоззнак, а ООО. Серийных номеров не будет (как у дипломов ).	2864354	['провод']	['12/347516']
Доброго дня. Скажите жидкость охлаждающая КОСГУ 343?	4834108	No	No
Какие Косгу и КВР нужно применять при начислении выплате сотруднику материальной помощи в связи с рождение ребенка	1980664	No	No
Здравствуйте. предмет контракта-Исполнитель обязуется оказать услуги ро изготовлению экстемпоральных лекарственных препаратов из своих материалов для медицинского применения для нужд Заказчика (далее услуги) и приложении есть спецификация с лекарств препаратами. Какой косгу применяется ?	18401246	No	No
По какому КОСГУ оплатить сотруднику, направляющемуся в командировку, оплату организационного взноса за участие в конференции?	4802525	No	No
работы по защите информации.косгу?	2812909	No	No
Добрый день. Какое КВР и КОСГУ применить при передаче имущества от бюджетного бюджетному учреждению, учредитель (ГРБС) один.?	17684192	No	No
доброе утро! по какому косгу отразить выдачу акта по итогам сезонной проверки пожарных гидрантов?	15480870	No	No
подскажите, пожалуйста на какую КОСГУ отнести мемориальную доску	5372337	['доска']	['12/347516']
"Добрый день!
По какому КБК и КОСГУ отражается приобретение потолочных светодиодных светильников взамен вышедших из строя?"	19242698	No	No
Добрый день! Приобретение автодисков КОСГУ?	19793133	No	No
СИТУАЦИЯ ПРОИЗВЕДЕН РЕМОНТ ПОГРЕБА И БАНИ В НАШЕЙ ОРГАНИЗАЦИИ ДОМ ПРЕСТАРЕЛЫХ, ОПЛАТИЛИ ПО 225 КОСГУ. НО НА БАЛАНСЕ У НАС ЭТИХ ОБЬЕКТОВ НЕТ, НАДО ИХ ВСКЛЮЧАТЬ НЕ НАДО , ДОКУМЕНТОВ ТОЖЕ	95713	No	No
добрый день! купили футболки как призы для выдачи на каком счете учитывать ? 105,35 ? и ли 105,36 и какой косгу использовать 349 или 345?	718763	No	No
добрый день! Сотрудник в свободное от основной работы время выполнил ремонт ограждения.С ним заключили гражданско-правовой договор. На какой КОСГУ и КВР отнести оплату данной работы?	15010918	No	No
Здравствуйте, подскажите пожалуйста по одному вопросу, хотим приобрести план эвакуации по какому КОСГУ?	12881679	No	No
Доброе утро. На какой КОСГУ отнести благоустройство и озеленение территории (обрезка деревьев, ремонт отмостки, устройство рулонного газона, установка автоматического шлагбаума) по одному договору?	1517521	No	No
Здравствуйте! Какое косгу выбрать для обслуживания компьютерного оборудования и программных средств? 226 или 225? (не ремонт) Подключение сетевых дисков, оптимизация работы ПК, подключение к сетевым ресурсам ит.д.	19652337	['компьютер']	['86/279552']
Добрый день! подскажите по какому КОСГУ оплатить изготовление журналов	2087703	No	No
Здравствуйте. Заключили договор на сувенирную продукцию к открытию учреждения. Входит: флажки, открытки, пригласительные и шарики для оформления входной группы. (только шарики, не работы по оформлению). По какому КОСГУ отразить всё приобретение сувенирной продукции?	417067	No	No
Здравствуйте. По какому КОСГУ производить кассовый расход за обслуживание котельной, которая еще не введена в эксплуатацию и не числится в составе основных средств учреждения?	3726882	No	No
здравствуйте, как из стройматериалов (347 косгу) на ограждение с КФО5 на КФО4 поставить основное средство на учет	2665988	['стройматериал']	['12/347516']
Здравствуйте! По какому косгу и квр необходимо провести расходы в рамках реализации Муниципальной программы переселения граждан из аварийного жилья (несофинансирования Федеральной программы) в случаи, если возмещение стоимости жилого помещения производится юридическому лицу на основании соглашения об изъятии	4515865	['провод']	['12/347516']
А стажировочный большой набор 105 деталей по какому косгу отражается?	14788812	No	No
Добрый день. Подскажите пожалуйста, заключили отдельный договор на электромонтажные работы. К какой статье КОСГУ он будет относиться?	3613518	['монтаж']	['12/347479']
подскажите колонка для тв какое косгу	6152940	No	No
Здравствуйте. По какому КОСГУ отразить услуги катафалка?	18755587	No	No
Добрый день! Подскажите по какому КОСГУ оплатить установку общедомового насоса в МКД.	959614	No	No
Доброе утро! Подскажите пожалуйста КОСГУ для организации локальной сети	19398767	No	No
изготовление полиграфической продукции (каталог для учреждения) на какой косгу относить	17104632	No	No
Здравствуйте! По какому КОСГУ оплатить песок? Транспортировка песка?	4345903	['песок', 'транспортировка']	['12/347516', '12/347542']
транспортные услуги экскаватора косгу?	3095855	No	No
Доброе утро, казенное учреждение, как учесть неисключительные права на ПО включенные в состав оборудования, оборудование мы оплачиваем по 310 КОСГУ, нужно ли учитывать ПО отдельно ?	17311987	No	No
Выплата сироте ежемесячной выплаты на содержание детей-сирот,оставшихся без попечения родителей,обучающихся за счет средств местного бюджета.. вкр и косгу?	8200559	No	No
добрый день! Помогите найти таблицу соответствия КВ ДОХОДОВ и КОСГУ.	5531078	No	No
Подскажите, пожалуйста, проведение государственной экологической экспертизы КОСГУ?	4534038	No	No
доброе утро, подводящий газопровод на балансе учреждения (сч.101.12), заключили контракт по врезке этого подводящего газопровода в газопровод высокого давления. по какому КВР И КОСГУ БУДЕТ ОПЛАТА - КВР244 КОСГУ 226? ИЛИ КВР 244 КОСГУ 228?	974079	['провод']	['12/347516']
Добрый день! По какому КОСГУ и виду расхода оплатить единовременную компенсационную выплату учреждениям культуры ?	13215091	No	No
Добрый день. В рамках ТО проводится замена запчастей, по какой статье КОСГУ оплачивать.	12508750	['провод']	['12/347516']
Здравствуйте! Как правильно отразить расходы КОСГУ на приобретение кожаного бювара на стол?	17397026	No	No
"Здравствуйте,вчера мы задавали вопрос в раздел ""письменно"", не совсем поняла там ответ насчет КВР и КОСГУ по доходам и расходам при варианте "" за счет приносящей доход деятельности"",поясните пожалуйста."	534424	No	No
Добрый день. К какому КОСГУ отнести ласты резиновые	19761062	No	No
"добрый день,учреждение закупает кресло-коляску в образовательное учреждение для программы ""Доступная среда"" по какому косгу оплачивать"	4587168	No	No
Добрый день! Подскажите, пожалуйста, на какой КОСГУ отнести пожарные рукава в комплекте с наконечником и стволом?	6118164	No	No
Здравствуйте, у нас вопрос: автономное учреждение приобрело по 44-ФЗ лицензию сроком (на 6 месяцев) КОСГУ 226, будет ли это нарушение?	1941394	No	No
а почему косгу 263? а не 262	8200559	No	No
Приобретение зимнего био-туалета КОСГУ?	2812909	No	No
Здравствуйте! Подскажите пожалуйста КОСГУ на приобретение ламинатора?	13734365	No	No
Доброе утро. По какому косгу отнести приобретение керосина, используемого для подготовки к поверке счетчиков газа?	10814068	['поверка счетчик']	['12/347478']
Здравствуйте. АУ. Подскажите кпс и косгу к счету 401.10 при принятии макулатуры от спортсменов спортивной школы?	2478729	No	No
здравствуйте подскажите штраф Росприроднадзору платим квр 853 косгу 295 какой счет выбрать 302.95 или 303,05?	718763	['штраф']	['86/287439']
Добрый день! Учреждение приобретает бланки благодарностей для раздачи участникам экскурсии. Какой КОСГУ корректнее по Вашему мнению 346 или 349?	14214540	No	No
Здравствуйте. По какому КОСГУ оплачивать оконечные устройства пожарной сигнализации? в нашем случае приобретаем пожарные извещатели	10855365	['пожарный сигнализация']	['12/347527']
Добрый день. бюджетное учреждение заключило договор на испытание лестничных конструкций. По какой статье КОСГУ оплатить данные работы?	1965295	No	No
Добрый день по какому косгу оплатить изготовление и монтаж ограждения наружных блоков	5077412	['монтаж']	['12/347479']
Добрый день, подскажите по какому косгу отразить возмещение расходов по оплате услуг охраны по аренде нежилой площади. Спасибо	14724829	No	No
по какому квр, косгу оплатить изготовление проектно-сметной документации на кап. ремонт сдания	4852268	No	No
Добрый день! Подскажите,пожалуйста, гос.пошлину за регистрацию транспортного средства через подотчетное лицо по какому КОСГУ проводить?	15389205	['провод']	['12/347516']
По какому косгу оплачивать услуги по пескоструйной очистке?	3830018	No	No
Здравствуйте. По какому косгу производить расход, если в одном договоре прописана погрузка и доставка угля? Сам уголь приобретался по отдельному договору	3726882	No	No
По какому КОСГУ приобрести составную часть к теплосчетчику включая монтаж	4347092	['монтаж', 'теплосчетчик']	['12/347479', '12/347478']
"Добрый день!
По какому КБК и КОСГУ отражается приобретение циркуляционного насоса для системы электроотопления?"	19242698	No	No
Добрый день, Мы бюджетная организация, По каким КВР, КОСГУ оплатить предварительное проведение экспертизы по определению суда. Истец физ.лицо?	9188616	No	No
Здравствуйте! На какой КОСГУ отнести расходы по приобретению двери межкомнатной.	5773658	['дверь']	['12/347595']
Здравствуйте! Подскажите пожалуйста, по какому КОСГУ и КВР нужно проводить горячее питание детям, родители которых, находятся на СВО на Украине?	2385609	['провод']	['12/347516']
Добрый день, в каких случаях можно оплачивать мышки и клавиатуру по 31 КОСГУ?	17311987	No	No
косгу на резервуар открытого типа объемом 1,5 литров	19504739	No	No
добрый день. Необходимо определить косгу пожарной емкости закрытого типа объемом до 300 литров	2994518	No	No
Здравствуйте! Нашей больнице министерство здравоохранения рекомендовало ежемесячно платить стипендию ординаторам, зачисленным в рамках квоты целевого приема, в качестве меры материального стимулирования. По какому КВР и КОСГУ должны быть запланированы данные расходы?	3085652	No	No
Добрый день. Подскажите, пожалуйста работы по монтажу наружных сетей водоснабжения и канализации в бюджетном учреждение по какому КВР и КОСГУ провести?	17459537	['монтаж', 'провод']	['12/347516', '12/347479']
"Доброе утро! Учреждение оплачивает бактериологические исследования в рамках производственного контроля центром гигиены и эпидемиологии на стафилококки, смывов на БГКП, пищевых продуктов, определение качества термической обработки, исследование питьевой воды.
На какую подстатью КОСГУ отнести расходы на бактериологические исследования, проведение экспертизы в рамках производственного контроля?"	1759096	['обработка']	['12/347542']
Добрый день,подскажите,пожалуйста,на какой ВР и КОСГУ отнести договор на возмещение эксплутационных расходов, в частности коммунальных услуг.	10435174	No	No
Добрый день! В бюджетном учреждении необходимо провести инспекционный контроль лаборатории разрушающего/неразрушающего контроля. По какому КОСГУ следует отразить расходы?	5892124	['провод']	['12/347516']
Доброе утро! Подскажите пожалуйста к какому КОСГУ отнести поддержку работы корпоративной электронной почты на доменном имени заказчика : использование дискового пространства, поддержка работы базы данных, почтовые протоколы , почтовые ящики , web сервис для управления почтовым сервером, антивирусная защита почты, поддержка работы FTP сервера, , поддержка работы DNS сервера , поддержка работы WEB -сервера , выделенный IP адрес, еженедельное резервное копирование данных, бесплатный SSL/TLS шифрования	18847613	['сервер']	['86/279552']
"Добрый день. Подскажите, к какому КОСГУ отнести расходы на монтаж системы видеофиксации ""Видеогол"" (по док-там КС2,КС3)"	8623025	['монтаж']	['12/347479']
КОСГУ, КВР Составление дефектного акта и локальной сметы по Капитальному ремонту здания?	9188616	['капитальный ремонт здание']	['86/196012']
Добрый день!Скажите пожалуйста на какой КОСГУ отнести оплату за утилизацию орг.техники :принтер, процессор,системный блок. Мы казенное учреждение.Еще вопрос: Конвекторы электрические можно списать только по акту технической экспертизы или еще необходимо проводить утилизацию в бух.учете на конвекторы электрические.	7145650	['утилизация', 'системный блок']	['86/279552', '12/347542']
Доброе утро, подскажите КВР и КОСГУ при заправке ГСМ в командировке (аренда машины без экипажа,ГСМ учреждения)?	10375685	No	No
Добрый день! Подскажите, какой КВР и КОСГУ использовать при оплате претензии , после проверки ФСС выдачи больничных листов. Какие проводки.	8370067	['провод']	['12/347516']
Здравствуйте, подскажите, обустройство тротуарной плиткой дорожки к центральному входу по какому КВР/КОСГУ отнести расходы?	820266	No	No
Добрый день, автономное учреждение принимает по договору благотворительного пожертвования (по смыслу статьи 582 ГК РФ) от благотворительного фонда в рамках благотворительной программы фонда основные средства (пожертвования). Заключается трехсторонний договор между фондом, учреждением (благополучателем) и подрядчиком, который будет поставлять оборкдование. Как учреждению организовать бухг учет (КФО, КВР, КОСГУ, проводки) и налоговый учет (учреждение- плательщик НДС)?	4291278	['провод']	['12/347516']
Сотрудник состоит в штате. начислили вознаграждение по ГПД, начислили страховые вносы на это вознаграждение, удержали НДФЛ. На какой квр и косгу все это относить?	15010918	No	No
добрый день, по какой статье КОСГУ отнести расходы за услуги автогидроподъемника и демонтаж штукатурки?	140598	['монтаж']	['12/347479']
Здравствуйте. работа по проведению строительно-технической экспертизы на соответствие объемов выполненных работ исполнительной документации по актам КС-2 и КС-3 КОСГУ и КВР	17427271	No	No
Добрый день! Вопрос: Арендная плата от арендатора также поступает на счет учреждения по КОСГУ 120, НДС с арендной платы должна поступать по какому КОСГУ?	2078463	No	No
Добрый день, подскажите, пожалуйста, какой квр и косгу будет в ситуации: Бюджетное учреждение заключило договор по архитектурно-строительному проектированию /куда вошли эскизный альбом, технические чертежи, необходимые для капитального ремонта, сметная документация, паспорт здания/	2145380	['капитальный ремонт']	['86/196012']
акт приемки исключительной и неисключительной лицензии на видеоматериалы и лицензию на право использования что в нем прописать если мы передаем на срок 6 месяцев? На каких косгу учитывать доход?	3425870	No	No
Здравствуйте! Подскажите пжл.КОСГУ на Уайт-спирит (растворитель) для краски для покраски батареи в здании (недвижимое имущество? Относится ли растворитель к строительным материалам?	2768475	['строительный материал', 'краска', 'растворитель']	['12/347516']
Здравствуйте! Подскажите пожалуйста косгу приобретения продуктовые наборы для бывших сотрудников, находящихся на пенсии	7557168	No	No
